LONGITUDE,LATITUDE,PHOTO_URL
46.7591,39.4595,PhotoFile4Wildfire/39.4595_46.7591_52.png
46.6771,40.2634,PhotoFile4Wildfire/40.2634_46.6771_77.png
46.8618,39.2691,PhotoFile4Wildfire/39.2691_46.8618_85.png
45.88802,40.04394,PhotoFile4Wildfire/40.04394_45.88802_n.png
45.84489,40.04374,PhotoFile4Wildfire/40.04374_45.84489_n.png
46.5744,39.382,PhotoFile4Wildfire/39.382_46.5744_68.png
46.17883,39.7583,PhotoFile4Wildfire/39.7583_46.17883_n.png
46.0231,39.7278,PhotoFile4Wildfire/39.7278_46.0231_70.png
46.86722,39.73241,PhotoFile4Wildfire/39.73241_46.86722_n.png
46.68307,39.47361,PhotoFile4Wildfire/39.47361_46.68307_n.png
46.70882,41.63293,PhotoFile4Wildfire/41.63293_46.70882_n.png
46.5148,39.73304,PhotoFile4Wildfire/39.73304_46.5148_n.png
46.82623,39.19192,PhotoFile4Wildfire/39.19192_46.82623_n.png
46.78922,39.38548,PhotoFile4Wildfire/39.38548_46.78922_n.png
49.41384,39.29489,PhotoFile4Wildfire/39.29489_49.41384_n.png
46.56017,39.72085,PhotoFile4Wildfire/39.72085_46.56017_n.png
47.00845,39.6039,PhotoFile4Wildfire/39.6039_47.00845_n.png
46.84086,39.30769,PhotoFile4Wildfire/39.30769_46.84086_h.png
46.65226,40.2466,PhotoFile4Wildfire/40.2466_46.65226_n.png
45.80774,40.04105,PhotoFile4Wildfire/40.04105_45.80774_n.png
47.28621,39.56055,PhotoFile4Wildfire/39.56055_47.28621_n.png
46.9903,39.4638,PhotoFile4Wildfire/39.4638_46.9903_73.png
47.69939,41.05311,PhotoFile4Wildfire/41.05311_47.69939_h.png
47.1066,41.16785,PhotoFile4Wildfire/41.16785_47.1066_n.png
46.96423,39.66024,PhotoFile4Wildfire/39.66024_46.96423_n.png
48.07494,38.76432,PhotoFile4Wildfire/38.76432_48.07494_h.png
46.98614,39.67443,PhotoFile4Wildfire/39.67443_46.98614_h.png
48.1334,39.7485,PhotoFile4Wildfire/39.7485_48.1334_n.png
46.6559,39.4999,PhotoFile4Wildfire/39.4999_46.6559_21.png
49.1157,41.2284,PhotoFile4Wildfire/41.2284_49.1157_95.png
48.82578,41.2023,PhotoFile4Wildfire/41.2023_48.82578_l.png
49.12542,39.8613,PhotoFile4Wildfire/39.8613_49.12542_n.png
46.80504,39.38321,PhotoFile4Wildfire/39.38321_46.80504_n.png
47.16364,39.35656,PhotoFile4Wildfire/39.35656_47.16364_n.png
46.8136,39.19775,PhotoFile4Wildfire/39.19775_46.8136_n.png
48.82761,38.86366,PhotoFile4Wildfire/38.86366_48.82761_n.png
46.77301,41.22651,PhotoFile4Wildfire/41.22651_46.77301_mock.png
46.65658,39.48314,PhotoFile4Wildfire/39.48314_46.65658_n.png
48.53752,38.40553,PhotoFile4Wildfire/38.40553_48.53752_n.png
46.79727,39.18219,PhotoFile4Wildfire/39.18219_46.79727_l.png
48.8592,39.0846,PhotoFile4Wildfire/39.0846_48.8592_59.png
46.47188,39.7346,PhotoFile4Wildfire/39.7346_46.47188_l.png
46.5455,39.5115,PhotoFile4Wildfire/39.5115_46.5455_54.png
47.22836,39.6246,PhotoFile4Wildfire/39.6246_47.22836_n.png
46.95467,39.5149,PhotoFile4Wildfire/39.5149_46.95467_n.png
46.8477,39.25672,PhotoFile4Wildfire/39.25672_46.8477_n.png
47.0057,39.5998,PhotoFile4Wildfire/39.5998_47.0057_79.png
46.52274,39.73241,PhotoFile4Wildfire/39.73241_46.52274_n.png
46.53422,39.32394,PhotoFile4Wildfire/39.32394_46.53422_n.png
45.7344,39.8689,PhotoFile4Wildfire/39.8689_45.7344_71.png
47.2916,39.56101,PhotoFile4Wildfire/39.56101_47.2916_n.png
46.47605,40.91271,PhotoFile4Wildfire/40.91271_46.47605_l.png
48.56833,38.91933,PhotoFile4Wildfire/38.91933_48.56833_l.png
46.6805,39.0972,PhotoFile4Wildfire/39.0972_46.6805_46.png
47.30651,39.57106,PhotoFile4Wildfire/39.57106_47.30651_n.png
46.80094,39.17912,PhotoFile4Wildfire/39.17912_46.80094_l.png
48.86201,39.10041,PhotoFile4Wildfire/39.10041_48.86201_n.png
47.12667,39.37214,PhotoFile4Wildfire/39.37214_47.12667_n.png
46.1384,39.7361,PhotoFile4Wildfire/39.7361_46.1384_75.png
46.55801,39.78625,PhotoFile4Wildfire/39.78625_46.55801_n.png
48.118,39.5365,PhotoFile4Wildfire/39.5365_48.118_59.png
46.70147,39.40983,PhotoFile4Wildfire/39.40983_46.70147_n.png
46.65422,40.24917,PhotoFile4Wildfire/40.24917_46.65422_n.png
46.6612,40.2501,PhotoFile4Wildfire/40.2501_46.6612_n.png
46.0769,39.6282,PhotoFile4Wildfire/39.6282_46.0769_57.png
47.4348,41.118,PhotoFile4Wildfire/41.118_47.4348_43.png
48.75221,41.29842,PhotoFile4Wildfire/41.29842_48.75221_n.png
46.84793,39.2696,PhotoFile4Wildfire/39.2696_46.84793_n.png
49.1038,41.2266,PhotoFile4Wildfire/41.2266_49.1038_67.png
46.5679,39.7195,PhotoFile4Wildfire/39.7195_46.5679_23.png
48.1123,39.5362,PhotoFile4Wildfire/39.5362_48.1123_57.png
48.82468,38.86692,PhotoFile4Wildfire/38.86692_48.82468_n.png
48.2545,41.437,PhotoFile4Wildfire/41.437_48.2545_50.png
47.87196,39.74,PhotoFile4Wildfire/39.74_47.87196_mock.png
46.9788,39.4655,PhotoFile4Wildfire/39.4655_46.9788_82.png
46.95063,39.27029,PhotoFile4Wildfire/39.27029_46.95063_n.png
46.8165,40.1636,PhotoFile4Wildfire/40.1636_46.8165_74.png
46.0876,39.6453,PhotoFile4Wildfire/39.6453_46.0876_100.png
46.7771,39.4706,PhotoFile4Wildfire/39.4706_46.7771_18.png
46.67136,40.26193,PhotoFile4Wildfire/40.26193_46.67136_n.png
46.0844,40.0198,PhotoFile4Wildfire/40.0198_46.0844_33.png
48.2873,39.1201,PhotoFile4Wildfire/39.1201_48.2873_64.png
48.68012,39.2351,PhotoFile4Wildfire/39.2351_48.68012_h.png
46.53006,39.33516,PhotoFile4Wildfire/39.33516_46.53006_n.png
46.8002,39.3851,PhotoFile4Wildfire/39.3851_46.8002_85.png
46.9477,39.2708,PhotoFile4Wildfire/39.2708_46.9477_94.png
46.56303,39.3926,PhotoFile4Wildfire/39.3926_46.56303_n.png
46.6747,39.4895,PhotoFile4Wildfire/39.4895_46.6747_42.png
46.9669,39.4667,PhotoFile4Wildfire/39.4667_46.9669_63.png
46.98112,39.66374,PhotoFile4Wildfire/39.66374_46.98112_n.png
46.62468,39.22164,PhotoFile4Wildfire/39.22164_46.62468_n.png
47.2556,39.6909,PhotoFile4Wildfire/39.6909_47.2556_83.png
46.9495,39.6513,PhotoFile4Wildfire/39.6513_46.9495_85.png
48.80016,38.81135,PhotoFile4Wildfire/38.81135_48.80016_n.png
46.4762,39.7264,PhotoFile4Wildfire/39.7264_46.4762_56.png
46.9084,39.2829,PhotoFile4Wildfire/39.2829_46.9084_82.png
46.30026,39.66795,PhotoFile4Wildfire/39.66795_46.30026_n.png
46.46004,39.54855,PhotoFile4Wildfire/39.54855_46.46004_mock.png
46.9636,39.4963,PhotoFile4Wildfire/39.4963_46.9636_71.png
46.80244,39.45106,PhotoFile4Wildfire/39.45106_46.80244_n.png
48.84465,39.11456,PhotoFile4Wildfire/39.11456_48.84465_n.png
46.7012,39.4685,PhotoFile4Wildfire/39.4685_46.7012_50.png
46.66866,40.24877,PhotoFile4Wildfire/40.24877_46.66866_n.png
46.7686,39.4814,PhotoFile4Wildfire/39.4814_46.7686_87.png
47.07568,39.35971,PhotoFile4Wildfire/39.35971_47.07568_n.png
46.13418,39.73368,PhotoFile4Wildfire/39.73368_46.13418_n.png
46.50231,39.34752,PhotoFile4Wildfire/39.34752_46.50231_n.png
46.25253,39.7098,PhotoFile4Wildfire/39.7098_46.25253_n.png
47.97166,39.6985,PhotoFile4Wildfire/39.6985_47.97166_n.png
47.6288,39.79274,PhotoFile4Wildfire/39.79274_47.6288_mock.png
47.85411,39.6467,PhotoFile4Wildfire/39.6467_47.85411_n.png
46.49871,39.74573,PhotoFile4Wildfire/39.74573_46.49871_n.png
46.6143,39.5313,PhotoFile4Wildfire/39.5313_46.6143_46.png
46.67726,40.25637,PhotoFile4Wildfire/40.25637_46.67726_n.png
47.26549,39.4393,PhotoFile4Wildfire/39.4393_47.26549_h.png
46.90141,39.28767,PhotoFile4Wildfire/39.28767_46.90141_n.png
46.2803,41.4862,PhotoFile4Wildfire/41.4862_46.2803_46.png
46.8448,39.30793,PhotoFile4Wildfire/39.30793_46.8448_n.png
46.185,39.7486,PhotoFile4Wildfire/39.7486_46.185_46.png
46.51864,39.33284,PhotoFile4Wildfire/39.33284_46.51864_n.png
46.80441,39.38296,PhotoFile4Wildfire/39.38296_46.80441_n.png
46.82127,40.12145,PhotoFile4Wildfire/40.12145_46.82127_mock.png
46.66336,41.01814,PhotoFile4Wildfire/41.01814_46.66336_n.png
48.85025,39.11565,PhotoFile4Wildfire/39.11565_48.85025_n.png
46.13998,39.73184,PhotoFile4Wildfire/39.73184_46.13998_n.png
