LATITUDE,LONGITUDE,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,PHOTO_URL
39.3918,47.276,340.3,1.3,1.1,2021-06-17,728,Terra,MODIS,64,6.03,312.9,33.2,D,0.0,/PhotoFile4Wildfire/39.3918_47.276_64.png
39.3892,46.5892,340.2,1.1,1.1,2021-06-20,759,Terra,MODIS,86,6.03,313.4,29.3,D,0.0,/PhotoFile4Wildfire/39.3892_46.5892_86.png
39.382,46.5744,334.4,1.1,1.1,2021-06-20,759,Terra,MODIS,68,6.03,314.3,17.8,D,0.0,/PhotoFile4Wildfire/39.382_46.5744_68.png
39.3761,46.5761,338.0,1.5,1.2,2021-06-20,941,Aqua,MODIS,82,6.03,317.6,34.0,D,0.0,/PhotoFile4Wildfire/39.3761_46.5761_82.png
39.3795,46.5936,344.4,1.5,1.2,2021-06-20,941,Aqua,MODIS,89,6.03,315.2,53.8,D,0.0,/PhotoFile4Wildfire/39.3795_46.5936_89.png
39.3832,46.5553,336.0,1.5,1.2,2021-06-20,941,Aqua,MODIS,71,6.03,314.5,33.9,D,0.0,/PhotoFile4Wildfire/39.3832_46.5553_71.png
39.426,46.4831,341.5,1.0,1.0,2021-06-22,746,Terra,MODIS,76,6.03,315.0,30.1,D,0.0,/PhotoFile4Wildfire/39.426_46.4831_76.png
39.1757,46.8002,335.2,2.2,1.4,2021-06-22,928,Aqua,MODIS,36,6.03,314.3,54.1,D,0.0,/PhotoFile4Wildfire/39.1757_46.8002_36.png
39.4923,46.6599,335.4,1.3,1.1,2021-06-27,804,Terra,MODIS,80,6.03,308.0,32.8,D,0.0,/PhotoFile4Wildfire/39.4923_46.6599_80.png
39.4595,46.7591,332.9,1.2,1.1,2021-06-27,947,Aqua,MODIS,52,6.03,311.5,17.3,D,0.0,/PhotoFile4Wildfire/39.4595_46.7591_52.png
39.4814,46.7686,343.0,1.2,1.1,2021-06-27,947,Aqua,MODIS,87,6.03,309.9,39.9,D,0.0,/PhotoFile4Wildfire/39.4814_46.76864_h.png
39.0972,46.6805,334.9,1.7,1.3,2021-07-12,721,Terra,MODIS,46,6.03,306.4,37.5,D,0.0,/PhotoFile4Wildfire/39.0972_46.6805_46.png
39.3851,46.8002,341.8,1.1,1.0,2021-07-17,740,Terra,MODIS,85,6.03,312.3,27.1,D,0.0,/PhotoFile4Wildfire/39.3851_46.8002_85.png
39.5188,46.9646,344.0,1.1,1.1,2021-07-22,758,Terra,MODIS,88,6.03,308.1,48.2,D,0.0,/PhotoFile4Wildfire/39.5188_46.9646_88.png
39.507,46.9758,334.2,1.2,1.1,2021-07-22,758,Terra,MODIS,73,6.03,311.9,24.6,D,0.0,/PhotoFile4Wildfire/39.507_46.9758_73.png
39.2804,46.9022,338.6,2.0,1.4,2021-07-27,816,Terra,MODIS,84,6.03,310.6,44.5,D,0.0,/PhotoFile4Wildfire/39.2804_46.9022_84.png
39.5227,46.5403,338.0,1.8,1.3,2021-08-16,935,Aqua,MODIS,85,6.03,305.1,58.3,D,0.0,/PhotoFile4Wildfire/39.5227_46.5403_85.png
39.7666,46.5578,327.8,1.0,1.0,2021-08-19,1005,Aqua,MODIS,57,6.03,311.1,11.5,D,0.0,/PhotoFile4Wildfire/39.7666_46.5578_57.png
40.2721,46.6669,301.8,1.6,1.2,2021-08-21,1915,Terra,MODIS,26,6.03,291.8,6.8,N,0.0,/PhotoFile4Wildfire/40.2721_46.6669_26.png
40.9073,46.4207,318.2,2.1,1.4,2021-09-20,821,Terra,MODIS,57,6.03,300.0,19.3,D,0.0,/PhotoFile4Wildfire/40.9073_46.4207_57.png
39.1701,48.7849,307.3,1.2,1.1,2021-10-22,1005,Aqua,MODIS,48,6.03,295.7,5.7,D,0.0,/PhotoFile4Wildfire/39.1701_48.7849_48.png
